,district,Republican,Democratic,year,state
0,1st district,59747,140073,2010,CO
1,2nd district,98171,148720,2010,CO
2,3rd district,129257,118048,2010,CO
3,4th district,138634,109249,2010,CO
4,5th district,152829,68039,2010,CO
5,6th district,217368,104104,2010,CO
6,7th district,88026,112667,2010,CO
